"","senator_full_name","asset","state","BorrowerName.x","BorrowerName.y"
"53","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","MRC, LLC"
"54","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SCA, LLC"
"55","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRW LLC"
"56","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","TNA, LLC"
"57","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FSM, LLC"
"58","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","PRC, LLC"
"59","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRDC LLC"
"60","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RR4, LLC"
"61","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FUBA, LLC"
"62","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FCT, LLC"
"63","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","BUA, LLC"
"64","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRE LLC"
"65","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","NRI, LLC"
"66","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FOAL LLC"
"67","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FOAL, LLC"
"68","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","PKA, LLC"
"69","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","LEA, LLC"
"70","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRG4 LLC"
"71","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","MRL, LLC"
"72","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRAX LLC"
"73","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FC, LLC"
"74","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","TRC, LLC"
"75","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JRE, LLC"
"76","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FML, LLC"
"77","joseph manchin, iii","A&P,
LLC

Company: A&P, LLC (Fairmont, West
Virginia) Description: Commercial property
investment and management","WV","A&P,
 LLC","ACP, LLC"
"78","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BFR, LLC"
"79","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","VAR, LLC"
"80","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","EGA, LLC"
"81","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FAM, LLC"
"82","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FBE, LLC"
"83","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","XR, LLC"
"84","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","QRS, LLC"
"85","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RRW, LLC"
"86","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ARQ, LLC"
"87","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FDM, LLC"
"88","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NVA, LLC"
"89","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BRAV LLC"
"90","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FORAY LLC"
"91","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ERG, LLC"
"92","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ERAH LLC"
"93","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BRAV, LLC"
"94","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","C&A, LLC"
"95","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ARC, LLC"
"96","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FBF, LLC"
"97","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KRAN LLC"
"98","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","MRC, LLC"
"99","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SCA, LLC"
"100","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRW LLC"
"101","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","TNA, LLC"
"102","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FSM, LLC"
"103","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","PRC, LLC"
"104","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRDC LLC"
"105","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RR4, LLC"
"106","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FUBA, LLC"
"107","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FCT, LLC"
"108","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BUA, LLC"
"109","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRE LLC"
"110","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NRI, LLC"
"111","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FOAL LLC"
"112","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FOAL, LLC"
"113","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","PKA, LLC"
"114","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","LEA, LLC"
"115","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRG4 LLC"
"116","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","MRL, LLC"
"117","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRAX LLC"
"118","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FC, LLC"
"119","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","TRC, LLC"
"120","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JRE, LLC"
"121","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FML, LLC"
"122","cindy hyde-smith","MATHIS FARMS, INCBROOKHAVEN, MS","","MATHIS FARMS, INC","MATHIS FARMS INC"
"123","","","","","-"
"124","","","","","H5"
"125","","","","","NG"
"126","","","","","N"
"127","","","","","F4"
"128","","","","","|"
