"","senator_full_name","asset","state","BorrowerName.x","BorrowerName.y"
"60","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","CFLA, LLC"
"61","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FREA LLC"
"62","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JYA, LLC"
"63","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRAVI LLC"
"64","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FMI, LLC"
"65","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRAME, LLC"
"66","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","CRO, LLC"
"67","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","WPA, LLC"
"68","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","AOA, LLC"
"69","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","IFDA, LLC"
"70","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ETA, LLC"
"71","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","TLRA, LLC"
"72","Daniel S Sullivan","MARSOC
Camp Legeune, NC","NC","MARSOC","PARSCO"
"73","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SRP, LLC"
"74","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JR, LLC"
"75","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FCR, LLC"
"76","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JBA, LLC"
"77","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FAZ LLC"
"78","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAM LLC"
"79","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FPT, LLC"
"80","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","TRAM LLC"
"81","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KHA, LLC"
"82","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FBM, LLC"
"83","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRDC LLC"
"84","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","URAN LLC"
"85","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RFP, LLC"
"86","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RRI, LLC"
"87","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FA LLC"
"88","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FCN, LLC"
"89","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","LRK, LLC"
"90","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","GFA, LLC"
"91","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","CRA1 LLC"
"92","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","WKA, LLC"
"93","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BRAG, LLC"
"94","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BRAG LLC"
"95","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NRO, LLC"
"96","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FCFA, LLC"
"97","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SRJ, LLC"
"98","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","CFLA, LLC"
"99","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FREA LLC"
"100","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JYA, LLC"
"101","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRAVI LLC"
"102","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FMI, LLC"
"103","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRAME, LLC"
"104","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","CRO, LLC"
"105","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","WPA, LLC"
"106","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","AOA, LLC"
"107","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","IFDA, LLC"
"108","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ETA, LLC"
"109","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","TLRA, LLC"
"110","","","","","|"
"111","","","","","-"
"112","","","","","E3"
"113","","","","","M2"
