"","senator_full_name","asset","state","BorrowerName.x","BorrowerName.y"
"20","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMB LLC"
"21","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","REMOG LLC"
"22","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","RGSG LLC"
"23","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","JMSR LLC"
"24","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EHS, LLC"
"25","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMMR LLC"
"26","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","ESB LLC"
"27","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MSN LLC"
"28","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MSO LLC"
"29","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","ESM LLC"
"30","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MMSK LLC"
"31","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","3RA LLC"
"32","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","MLA, LLC"
"33","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FARAJ LLC"
"34","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FIAT LLC"
"35","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","MRAK, LLC"
"36","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FGD, LLC"
"37","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FR2, LLC"
"38","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FIT, LLC"
"39","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","WMA, LLC"
"40","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RFO, LLC"
"41","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","AREA, LLC"
"42","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FCA LLC"
"43","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","DRE, LLC"
"44","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","2RM, LLC"
"45","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","AKA, LLC"
"46","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FFA LLC"
"47","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SOA, LLC"
"48","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","TSA, LLC"
"49","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FARM LLC"
"50","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAF LLC"
"51","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAK, LLC"
"52","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","LRW, LLC"
"53","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FEFA, LLC"
"54","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","UGA, LLC"
"55","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FYRA, LLC"
"56","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SRG, LLC"
"57","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FCI, LLC"
"58","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","GRP, LLC"
"59","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","MYA, LLC"
"60","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FSAS, LLC"
"61","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","4RD, LLC"
"62","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","NORA, LLC"
"63","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","AR, LLC"
"64","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","TLA, LLC"
"65","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","BIA, LLC"
"66","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ARA LLC"
"67","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","AIA, LLC"
"68","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAL LLC"
"69","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ARAS LLC"
"70","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","3RA LLC"
"71","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","MLA, LLC"
"72","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FARAJ LLC"
"73","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FIAT LLC"
"74","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","MRAK, LLC"
"75","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FGD, LLC"
"76","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FR2, LLC"
"77","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FIT, LLC"
"78","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","WMA, LLC"
"79","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RFO, LLC"
"80","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","AREA, LLC"
"81","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FCA LLC"
"82","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","DRE, LLC"
"83","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","2RM, LLC"
"84","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","AKA, LLC"
"85","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FFA LLC"
"86","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SOA, LLC"
"87","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","TSA, LLC"
"88","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FARM LLC"
"89","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAF LLC"
"90","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAK, LLC"
"91","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","LRW, LLC"
"92","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FEFA, LLC"
"93","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","UGA, LLC"
"94","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FYRA, LLC"
"95","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SRG, LLC"
"96","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FCI, LLC"
"97","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","GRP, LLC"
"98","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","MYA, LLC"
"99","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FSAS, LLC"
"100","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","4RD, LLC"
"101","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NORA, LLC"
"102","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","AR, LLC"
"103","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","TLA, LLC"
"104","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BIA, LLC"
"105","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ARA LLC"
"106","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","AIA, LLC"
"107","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAL LLC"
"108","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ARAS LLC"
"109","","","","","-"
"110","","","","","MK"
"111","","","","","AN"
"112","","","","","ZM"
"113","","","","","M"
"114","","","","","GU"
"115","","","","","N"
"116","","","","","JK"
"117","","","","","MB"
"118","","","","","AY"
